34226,"G.B. TATHA TATYASAHEB KHARE COMMERCE, PARVATIBAI GURUPAD DHERE ARTS & SHRI MAHESH JANARDAN BHOSALE SCIENCE COLLEGE, GUHAGAR ,DIST.:-RATNAGIRI-415703"
1000,"VIRANI SCI. & SHRI YOGIJI MAHARAJ ARTS, COMMERCE & SCIENCE - RAJKOT"
1000,"VIRANI SCI. & SHRI YOGIJI MAHARAJ ARTS, COMMERCE & SCIENCE - RAJKOT"
25326,S.G.S. (SMT. GENTELA SAKUNTALAMMA) COLLE
11009,"College of Engineering, KARAD"
11014,"Priyadarshini Dnyan Prabodhini's Law College, PHALTAN"
15763,SHRI SHIVAJI MAHAVIDHYALAYA BARSHI TAL.BARSHI DIST-SOLAPUR
40322,Rajeev College of Nursing
40322,Rajeev College of Nursing
40322,Rajeev College of Nursing
39633,"SaralaMahavidyalaya,Rahama, Jagatsinghpur"
35522,"Govt., I Grade College, Savanaur Tq: Shiggaon"
11084,"Jaysingpur College, JAYSINGPUR"
14549,St. John De Britto College of Education
34083,Jai Hind College Basantsing Institute of Science and J T Lalvani College of Commerce 23 24 Backba Reclamation A Road Churchgate Mumbai 400 020
41971,"Saraswati Mandir Sansthas Arts & Commerce College Night, Natu Baug, Pune 2"
624,"Prof. V. B. Shah Institute of Management, R. V. Patel College of Commerce(English Medium), V. L. Shah College of Commerce, (Gujarati Medium), R. K. Shah Womens Arts College"
42919,"Arts , Commerce &Science College , Kiran Nagar , Amravati"
27690,"Global Institute of Advance Study in Education, Palamaner"
25822,Sorijini Naidu (S.N) Vanitha Maha Vidhyalaya Degree College for Women
28639,Munna Lal Jai Narayan Khemkha Girls College Saharanpur Mob.No.9412231163 0132-2658187
1040,RAMBA GRADUATE TEACHERS COLLAGE - PORBANDAR
33525,Thakur College of Engineering & Technology Shaymnarayan Thakur Marg Thakur Villaige Samata Nagar Kandivli (E) Mumbai 400 101
5838,Gujarat Cancer & Research Institute
18363,"Santaji College, Pt. Jawaharlal Nehru Marg"
402,"SHRI SARVAJANIK PHARMACY COLLEGE, MEHSANA 245"
26032,St. Mary Degree College
11012,"Dr. Ghali College, GADHINGLAJ"
11115,"Vasantraodada Patil Institute of Management Studies and Research, Sangli Miraj Road,"
33995,Vidya Prasarak Mandals K G Joshi College of Arts & N G Bedekar College of Commerce Chendani Bunder Road Thane 400 601
26154,SAP Degree College
6031,Anjuman B. Ed. College
17260,Birjhora Mahavidyalaya
6642,SHRI U P ARTS & SMT MGP SCI & SHRI VLS COMM COLLEGE
11029,Dhanajayrao Gadgil Colllege of Commerce
6635,SIR P.T. SCIENCE COLLEGE Modasa
11065,"Kratisinh Nana Patil Mahavidyalaya, WALAWE"
711,Narmada College of Science & Commerce
711,Narmada College of Science & Commerce
14686,Rasama College of Education
13673,"Pt. Deen Dayal Upadhyay Rajkiya Mahila Mahavidyalaya, Sewapuri, Varanasi"
537,"Arts & Commerce College, Motapondha, Valsad"
1197,"NA & TV Patel Arts College, Vallabh Vidyanagar"
6106,Anjuman Education Trust M.Ed. College (Gujarati Medium)
46595,"Government Science College, Vankal, Mangrol, Surat"
43604,"Victory College of Teacher Education Centr, Olathanni, Thiruvananthapuram"
11083,"Vasant College of Education, URUN ISLAMPUR"
7527,"Pratibha Niketan Mahavidyalaya,Nanded"
33832,Mahatma Education SocietysPillais Institute of anagement Studies and Research Composite College Complex Campus Plot No.10 Sector-16 Podi No.2 New Panvel 410 206
11227,"Sau. Mangaltai Ramchandra Jagtap Mahila Mahavidyalaya, UMBARJ"
11045,"College of Non Conventional Courses for Women, C/o SIBER"
43402,Ramkrishna Mission Vivekananda Centenary College
6923,"Pallagatti Adavappa Arts and Commerce First Grade College, Tiptur"
6806,D D THAKAR ARTS & K J PATEL COMMERCE COLLEGE
603,"Dinshaw Daboo Law College, Navsari"
22152,"Akal Degree College for Women, Sangrur"
11056,"Smt. Meenalben Mehta College of Arts and Commerce, PANCHAGANI"
19039,Jhargram Raj College
19063,Bajkul Milani Mahavidyalaya
32837,Institute of Information Technology & Management
10994,"Balasaheb Desai College, PATAN"
9599,Iswar Chandra Vidyasagar College
11240,"Yashwantrao Chavan Institute of Science, Satara"
7402,"Late Ramesh Warpudkar Arts & Commerce College, Sonpeth"
42408,"SRI KANHAIYA MANIK CHAND MAHILA MAHAVIDYALAYA, BHAWANIPUR, SURAPUR, SULTANPUR"
34619,"Marathwada College of Education, Rozabagh."
7591,"Smt. Indira Gandhi Adhyapak Mahavidyalaya, Vasarni, Nanded"
41395,"N.D.M.V.P.Samajs Karmaveer Kakasaheb Wagh Arts, Science & Commerce College,Pimpalgaon Baswant, Dist. Nashik 422209"
30852,Rosary College of Commerce & Arts Navelim
11099,"Annasaheb Dange College of Engineering and Technology, ASHTA"
9051,"B202 Amareshwar Degree College,Aurad(B)"
6779,SHREE V R PATEL COLLEGE OF COMMERCE MEHSANA
359,"GOVERNMENT ENGINEERING COLLEGE, DAHOD 018"
13744,"Grant Medical Foundation, Ruby Hall Clinics Tehmi Grant Institute of Nursing, Pune. (B.Sc.)"
36468,Arya Kanya Degree College
34158,Shri Madhavji Lall Welfare & Educational Trusts Lords College of Law FILKA Daftary Road Opp Rly Stn Malad (E) Mumbai 400 097
33903,Maharashtra College of Arts Science and Commerce 246 A Bellasis Road Byculla Mumbai 400 008
12082,"SACRED HEART DEGREE COLLEGE, NAIPALPUR,"
9146,"B206 Karnataka Arts Science & Commerce Degree College,Bidar"
41991,"Pimpri Chinchwad Education Trusts College of Engineering, Nigdi, Pune 44"
609,Rofel Arts & Commerce College
609,Rofel Arts & Commerce College
15787,KASTUBAI COLLEGE OF EDUCATION ASHOK CHWOK SOLAPUR DIST-SOLAPUR 413 006 MAHARASHTRA
928,"SHRI H.N.DOSHI ARTS & R.N.DOSHI COMMERCE COLLEGE, WANKANER"
11090,"D. D. Shinde Sarkar College, Bhavani Mandap, Kolhapur"
1178,"NH Patel College of Education, Anand"
1178,"NH Patel College of Education, Anand"
681,Smt. R. P. Chauhan Arts & Smt. J. K. Shah & Shri K. D. Shah Commerce College
681,Smt. R. P. Chauhan Arts & Smt. J. K. Shah & Shri K. D. Shah Commerce College
18556,Priyadarshini Women's College
23853,St. Joseph's College for Women
8831,"100100-G.H. RAISONI INSTITUTE OF ENGINEERING & MANAGEMENT, JALGAON."
5805,Shri S. P. Patel Arts College
11995,Umes Chandra College
18873,"Dayanand Arya Women's College, Jaripatka"
34175,Mahatma Education Societys Pillais College of Education Chembur Naka Mumbai 400 071
17822,"Acharya Tulsi National Commerce College, Shimoga."
34638,"Terna Public Charitable Trust's Terna Arts, Science & Commerce College"
6723,KADVA PATEL BED COLLEGE
22995,"Govt. Degree College, Dharmari"
21432,"S. P. College, Srinagar"
24992,A.V.C. College of Engineering
24992,A.V.C. College of Engineering
6170,Heritage Business School 304
94,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR 011"
44442,"S.S.L.N.T MAHILA COLLEGE, DHANBAD"
6121,Maneklal Nanavati Law College
21410,"Govt. Degree College Kupwara, Kashmir"
605,Mahamandleshwar Shri Krishnandji Law College
5802,Smt. Laxmiben & Chimanlal Mehta Arts College
1027,LAW COLLEGE-JUNAGADH
1027,LAW COLLEGE-JUNAGADH
11111,Gopal Krishna Gokhale College
18323,"Bhagwantrao Arts College, Sironcha"
21404,"Govt. Degree College Bemina, Srinagar"
30800,KC College of Education
42804,Shyampur Siddheswari Mahavidyalaya
24575,"S.M.J.N P.G college, Govindpuri, Haridwar"
13354,Springdale Mahila Mahavidyalaya
7260,"Indira Gandhi Senior College, Cidco, Nanded"
6714,AJET COLLEGE OF EDUCATION RADHANPUR
35579,"Shri. B.R. Tambakad First Grade Arts & Commerce College, Hirekerur"
22943,Lal Bahadur Shastri College of Education
13481,Rani Bhagyavati Devi Mahila Mahavidyalaya
7430,B. Raghunath Arts & Science College Parbhani
19042,Tamralipta Mahavidyalaya
45562,"GANGA MEDICAL CENTRE AND HOSPITAL PVT. LTD., (Inst. Code - 417), COIMBATORE"
19059,Raja Narendra Lal Khan Women's College
11035,"Doodhsakhar Mahavidyalaya, BIDRI"
7083,Srikrishna College
27919,"Shaheed Bhagat Singh College of Education, Patti."
41887,"Mahatama Gandhi Vidyamandirs Guruwarya Dodhu Anandbuwa Kala & Wanijya Mahavidyalaya,Malegaon City, Dist.Nashik 423203"
828,S.M.JADEJA ARTS & COMMERCE COLLEGE-KUTIYANA (PORBANDAR)
13181,"Star Infotech College, Deoli"
5859,Shree J. L. K. Kotecha Arts & S. H. Gardi Commerce College
13765,"Gramodhyogik Shikshan Mandals MITs Nursing College, Cidco, Aurangabad"
19837,CMR Institute of Technology
12214,"DAYANAND COLLEGE OF LAW,"
750,"ARTS & COMMERCE COLLEGE, MENDARDA"
12300,"JANTA MAHAVIDYALAYA, AJEETMAL,"
534,Sir K. P. College of Commerce
42680,Balurghat B.Ed. College
41908,"Ahmednagar Jilha Maratha Vidya Prasarak Samaj's New Arts,Commerce & Science College, Ahmednagar 414001"
33930,Seva Sadans College of Education Dist Thane 421 003 Ulhasnagar
1170,"MB Patel College of Education, Vallabh Vidyanagar"
1170,"MB Patel College of Education, Vallabh Vidyanagar"
21459,"Govt. Degree College for Women, Baramullah, Kmr."
52676,Centre for Heritage Management
17,H. L. INSTITUTE OF COMMERCE
15,POST GRADUATE INSTITUTE OF MANAGEMENT - AMRUT MODY SCHOOL OF MANAGEMENT
39539,"S.M.Mahavidyalaya,Asueswar,Cuttack"
44732,"Vivekananda Mahavidyalaya, Burdwan"
45341,"GYANJYOTI COLLEGE, DARJEELING"
29128,"Lala Laj Pat Rai Institute of Nursing, Moga"
22210,"Aklia College of Education, Village Akliakalan, P.O. Goniana Mandi, Distt Bathinda"
18663,"Education Maharshi Krishnarao Zoting Patil Arts Commerce College, Samudrapur"
5803,Shri Swaminarayan Arts College
47947,"SRI AUROBINDO COLLEGE OF DENTISTRY, INDORE"
29018,"DEWAN INSTITUTE OF MANAGEMENT STUDIES PARTAPUR BYE PASS ROAD, MEERUT Ph. No :- 0121-2440315. 375 Fax No 0121-2440337"
12683,"DR. B.R.A. GOVT. GIRLS DEGREE COLLEGE,"
28081,"GOVT. COLLEGE OF EDUCATION, BHIWANI"
18741,"Arts Commerce College, Gondpipri"
834,M.V.MAHILA SCIENCE & HOMESCI.COLLEGE-RAJKOT
834,M.V.MAHILA SCIENCE & HOMESCI.COLLEGE-RAJKOT
5941,S. V. Vanijya Mahavidyalaya
11058,"Textile & Engineering Institute, Rajwada Chowk, ICHALKARNJI"
11037,Rajarshi Chhatrapati Shahu College
28355,GANGA INSTITUTE OF EDUCATION
8751,M.T.T. College
521,M. T. B. Arts College
44730,Bankura Zilla Saradamani Mahila Mahavidyapith
15697,"LAXIMIBAI BHAURAO PATIL MAHILA MAHAVIDYALAYA ARTS SCIENCE AND COMMERCE COLLEGE 21A 14 BUDHWAR PETH , DIST-SOLAPUR- 413 002"
44657,M.U.C. Women's College
11861,Acharya Girish Chandra Bose College
8595,"GVPP, Govt., First Grade College, Ramnagar, Hagaribommanahalli."
833,"M.P.SHAH ARTS & SCIENCE COLLEGE, SURENDRANAGAR"
6680,SHRI B P B ARTS & M H GURU COMMERCE COLLEGE
6680,SHRI B P B ARTS & M H GURU COMMERCE COLLEGE
15553,"BON MAHARAJ INSTITUTE OF MANAGEMENT AND TECHNOLOGY, RAMAN RATI, VRINDAVAN, MATHURA"
11992,Bijoy krishna Girls' College
11236,"B.Ed. College, PATAN"
13419,Govt. Mahila (PG) Mahavidyalaya
42065,"Deccan Education Societys Brihan Maharashtra College of Commerce, Pune 411004"
40743,"Sardar Vallabh Bhai. Patel T.T. College, Bhadra"
33472,"Shramdham Arts & Commerce College, Kymore"
31720,"Govt.Girls college,ujjain"
8982,"140024-CES'S COLLEGE OF EDUCATION, CHOPDA."
27254,"SR & BGNR Government College, Khammam"
22277,"Shri. Guru Tegh Bahadur Khalsa College, Anandpur Sahib"
6646,SHREE S S MEHTA ARTS & M M PATEL COMMERCE COLLEGE
28264,D.A.V.Centenary College
41367,"Citizen Welfare Education Societys Dr. Manzoor Hasan Ayyubi College of Education, Sr.No. 224, Plot No. 124, Guruwar Ward, Islam Nagar, Malegaon, Dist. Nashik - 423203"
49932,"SHREE LALLA SINGH MAHAVIDHIYALAY, BARAHA"
50313,"A P TRIVEDI ARTS, COMMERCE AND SCIENCE COLLEGE, KHORDA"
30867,Cuncolim Educational Societys College of Arts & Commerce Cuncolim
16572,Sri Venkateswara College of Engineering
16572,Sri Venkateswara College of Engineering
16572,Sri Venkateswara College of Engineering
12005,Prabhu Jagatbandhu College
12232,"HEMWATI NANDAN BAHUGUNA RAJKIYA MAHAVIDYALAYA, NAINI,"
28310,"Government College for Women, Faridabad"
6774,THE KNSB LTD ARTS & COMMERCE COLLEGE KHERALU
21247,"Arya Mahila Post Graduate College, Chetganj"
41965,"N.D.M.V.P.Samajs Arts,Science & Commerce College, Ozar Mig, Tal.Niphad, Dist.Nashik 422206"
43357,East Calcutta Girls College
41934,"Jai Hind Sindhu Education Trusts Manganmal Udharam College of Commerce, Pimpri,Pune 17"
22387,"Govt. Niranjan Keshrawani Arts & Commerce College, Kota"
42141,"Lonavala Education Trust's Arts & Commerce College, Lonavala 410403"
8387,Jenraimukh College P.O. Jengraimukh-785105
45965,"GULZAR MEMOROIAL COLLEGE OF EDUCATION, BARAMULLAH"
41474,"Sanjeevani Education Societys College of Engineering, At. Sahajanandnagar, Post. Shingnapur, Tal. Kopargaon, Dist. Ahmednagar 423603"
41474,"Sanjeevani Education Societys College of Engineering, At. Sahajanandnagar, Post. Shingnapur, Tal. Kopargaon, Dist. Ahmednagar 423603"
570,Bhagwan Mahavir College of Education
41429,"Kamla Education Society's Pratibha College of Commerce & Computer Studies, Plot No. 3 Behind Mehta Hospital, Off Mumbai Pune Road, Chinchwad, Pune 411 019."
33377,"Govt. M.H. College of Home Sc. & Science for Women, Wright Town Jabalpur"
28209,KIIT COLLEGE OF EDUCATION
28282,"M.K.J.K. Mahavidyalaya, Rohtak."
22226,"Mehar Chand College of Education, Bhanopli"
41611,"Raisoni College of Engineering & Management, Chas, Ahmednagar 414008"
410,"C.K.Shah Vijapurwala Institute of Management, Vadodra (SFI) 705"
11138,"Acharya Jawadekar Shikshanshastra Mahavidyalaya, GARGOTI"
42833,"Arts , Commerce College, Motala"
6348,PG Institute of Agricultural-Business Management- Junagadh
10992,"Shikshanshastra Mahavidyalaya, VITA"
41879,"G.H. Raisoni Education & Medical Foundations G.H. Raisoni Institute of Engineering & Technology,Pune"
41561,"Maharashtra Academy of Engineering and Research's College of Pharmacy, Paud Road, Pune38"
28163,SOUTH POINT COLLEGE OF EDUCATION
28146,GOVERNMENT COLLEGE OF EDUCATION NARNAUL
6060,Law College
46564,GOVERNMENT SCIENCE COLLEGE VADNAGR
9129,C358 G F G Degree College Shorapur
8690,"Smt. Allamma Sumangalam Memorial Degree College for Women, Gandhi Nagar Bellary- 583104"
6778,MAHILA ARTS & COMMERCE COLLEGE DHANSURA
42700,Malda College
18462,"Sri Ram Meghe Institute of Pharmaceutical Sciences and Research, Borgaon meghe"
9552,Sri Sarada College for Women(Autonomous)
347,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR 007"
6231,JIS College of Engg. 318
7451,"Shri Shivaji Law College, Vasmat Road, Parbhani"
10035,"JES'S S K A LOKAPUR ARTS/ SCIE / COMM COLLEGE, ATHANI"
12006,Bangabasi College
12006,Bangabasi College
41902,"Padmashree Dr. Vikhe Patil Foundations Insitute of Business Management and Rural Development M.B.A. Centre, Vilad Ghat, Post MIDC, Ahmednagar 414111"
42666,J.D. Birla Institute
22127,"Hans Raj Memorial College of Education, Baja Khana, Kotkapura"
29410,"Govt Post Graduate College, Sector-11"
17824,"Government First Grade College, Thirthahalli."
409,"L.M.COLLEGE OF PHARMACY, AHMEDABAD 228"
458,L. M. College Of Pharmacy (Diploma) 408
6688,MUNCIPAL ARTS & URBAN BANK SCIENCE COLLEGE
6688,MUNCIPAL ARTS & URBAN BANK SCIENCE COLLEGE
11006,"Ajara Mahavidyalaya, AJARA"
6129,JIS COLLEGE OF ENGINEERING 317
6334,JIS College of Engineering 316
27091,Francis Xavier Engineering College
39361,"SBRG (Autonomous) Women's College, Berhampur"
46485,KHEMAJI NAIK SCIENCE PITIGUDA
9545,Sri Vidhya Mandir Arts & Science College
9545,Sri Vidhya Mandir Arts & Science College
6665,IDAR A.P.H.K.M. ARTS &P.N.PATEL COMM COLLEGE
10440,"Amritsar College of Engg. & Tech, Amritsar"
36966,Sengunthar Engineering College
11189,"Arts and Commerce College, VADUJ"
24527,"Sri Guru Ram Rai P.G Degree College,Dehradun"
896,"SHREE SHARDAPEETH ARTS,COMM.& EDUCATION COLLEGE-DWARKA"
896,"SHREE SHARDAPEETH ARTS,COMM.& EDUCATION COLLEGE-DWARKA"
8950,"200003-SSVPS'S BHAUSAHEB N.S.PATIL ARTS & M.F.M.A. COMMERCE COLLEGE, DHULE."
18345,"J.M.PATEL Arts, Commerce & Science College, Bhandara"
41069,Nirmala College for Women
44047,Krishnagar Womens College
8975,"140022-MGTSM'S ARTS,SCIENCE & COMMERCE COLLEGE, CHOPDA."
11087,"Miraj Mahavidyalaya, 705/1 Budhagaonkar Mala, Near Govt. Milk Dairy, MIRAJ"
34208,Lala Lajpatrai College of Commerce And Economics Lajpatrai Marg Mahalaxmi Haji Ali Mumbai 400 034
16590,Saveetha Engineering College
16590,Saveetha Engineering College
41864,"Maharashtra Education Society's Garware College of Commerce, Karve Road, Pune-411004."
33621,Guru Nanak Vidyak Society College of Education and Research Bhandup Mumbai 400 078
10063,"CHAUSON EDUCATION COLLEGE, CHIKKODI (PG)"
8641,"Smt. Ugama devi Bhavarlal Theosophical Nahar College for Women, Asundi Bheemrao Nagar, Hampi Road, Hospet- 583 201"
5923,Navjivan Science College
5923,Navjivan Science College
34185,Sadhana Education Societys L S Raheja College of Arts and Commerce Juhu Road Santacruz West Mumbai 400 054
34038,Gokhale Education Societys Dr T K Tope Arts and Commerce Night College Co R M Bhatt High School Gokhale Society Lane Parel Mumbai 400 012
45825,"SRI RAMAKRISHNA COLLEGE OF NURSING (Inst. Code - 496), KANNIYAKUMARI"
45825,"SRI RAMAKRISHNA COLLEGE OF NURSING (Inst. Code - 496), KANNIYAKUMARI"
45825,"SRI RAMAKRISHNA COLLEGE OF NURSING (Inst. Code - 496), KANNIYAKUMARI"
33959,Gokhale Education Societys College of Education and Research C/o R M Bhatt High School Parel Mumbai 400 012
8638,Godutai Dodappa Appa Arts & Commerce College for Women Gulbarga
11085,"Arts and Commerce College, 51, Yadogopal Peth"
11163,"Kamala College,Rajarampuri"
24713,"Dhote Bandhu Science College,"
6675,VADU COLLEGE OF COMPUTER & MANAGEMENT STUDIES
22887,Sacred College of Education
1218,"CP Patel & FH Shah Commerce College, Anand"
1218,"CP Patel & FH Shah Commerce College, Anand"
11146,"Babasaheb Chitale College, BHILAWADI"
33809,Nagrik Shikshan Sansthas College of Education Tardeo Road Mumbai 400 034
6728,VJKMS BED COLLEGE VADU
28080,Adarsh Mahila Mahavidyalaya
5918,R. C. College of Commerce
18815,"Sri Shivaji Arts College, Korpana"
34119,Thane Zilla Agri Shikshan Prasarak Mandals Pragati College of Arts and Commerce DNK Road Dattata Nagar Dombivli East Dist Thane 421 201
36980,Government College of Engineering
9729,"Loyola.College, Kunkuri"
6710,PRAMIKH SWAMI SCI & H D PATEL ARTS COLEGE KADI
5873,Shri Janki Vallabh Arts And Shri M. S. Patel Commerce College
5938,G. B. Shah Commerce College
6668,SHET H.P ARTS & T S M COMMERCE COLLEGE
7569,"Mahatma Gandhi Mahavidyalaya, Ahemadpur"
65,"A.R.COLLEGE OF PHARMACY & G.H.P. INSTITUTE OF PHARMACY, V.V.NAGAR (SFI) 202"
11975,Savitri Girls' College
28534,"Madurai Sivakasi Nadar Pioneer Meenaksmi Women college, Poovanthi"
33591,Nagindas Khandwala College of Commerce Arts & Management Studies and Shantaben Nagindas Khandwala College of Science Bhadran Nagar Road No 1 Off S V Road Malad West Mumbai 400 064
35295,"Govt. College BHEL, Bhopal"
33886,Adarsh Shikshan Prasarak Mandals College of Education (B.Ed.) New Panvel Dist Raigad 410 706
42255,"Vedavati Government First Grade College, Hiryuru."
17758,"M.S.B. Arts & commerce College, Davanger"
17724,"S.G.R.K. Women's college, Harihar"
34162,Konkan Unnati Mitra Mandals Vasantrao Naik Arts & Commerce College Murud Janjira Dist Raigad 402 401
44744,Chandernagore Government College
18390,Sardar Patel College
116,N.R. Institute of Business Management (GLS-MBA)(SFI)-Ahmedabad 735
33931,Gokhale Education Societys Shri Bhausaheb Vartak Arts Science and Commerce College M H B Colony Gorai Road Borivli West Mumbai 400 091
16548,Sri Ram Engineering College
6879,SMT M C DESAI ARTS & COMMERCE COLLEGE PRANTIJ
12319,"INDIRA GANDHI RAJKEEYA DEGREE COLLEGE, BANGARMAU,"
17590,"Government First Grade College, Bannur"
823,"SMT. J.A. PATEL MAHILA COLLEGE, MORBI"
36937,Gnanamani College of Technology
35437,"College of Nursing, Sangli"
35437,"College of Nursing, Sangli"
35437,"College of Nursing, Sangli"
17382,"Vidyavardaka First grade College , Sheshadri Road"
33647,Janardan Bhagat Shikshan Prasarak Sansthas Changu Kana Thakur Arts Commerce and Science College Plot No.01 Sector 11 Khanda Colony New Panvel 410 206
20866,"Shantiniketan College of Education,No.70, Bilekalli, Bangalore-76"
1301,"P D A College of Engineering, GULBARGA"
8699,BLDE's Arts & Commerce college for women Bijapur-586101
1203,"Anand Arts College, Anand"
18574,Natwarlal Maniklal Dalaal Arts Commerce College
28258,MLRS COLLEGE OF EDUCATION
5920,Shri H. K. Commerce College
18201,RS Mundle Dharampeth Arts Commerce College
33523,K P B Hinduja College of Commerce 315 New Charni Road Mumbai 400 004
10167,"SKES'S RPD COLLEGE, , BELGAUM"
5865,Navjivan Arts and Commerce College
33603,College of Home Science Nirmala Niketan 38 New Marine Lines Mumbai - 400 020
18217,"Nevjabai Hitkarini College, Bramhapuri"
19383,"Children T.T. College,Dadabari Chhota Choraha, Near Police Station, Kota"
44673,Kabi Sukanta Mahavidyalaya
